SUPPLIER;CATEGORY;Serial Number;Description;Quantity in Stock;Purchase Price;GUARANTEE;Location
MIDEA;KLIMA;17222000034346;EC AC26 DCINV OUTDOOR;Electronic Control Box Subassembly;1;32.72;Yes;Depo
MIDEA;KLIMA;17222000034395;EC AC20 DCINV INDOOR;Electronic control box subassembly (Mid-and low-end);1;8.67;Yes;Depo
MIDEA;KLIMA;17222000042440;EC AC14 DCINV OUTDOOR;Electronic control box subassembly;1;19.84;Yes;Depo
MIDEA;KLIMA;17222000A60590;EC AC26 DCIN FREEZE OUTDOOR;Electronic Control Box Subassembly;1;42.31;Yes;Depo
MIDEA;KLIMA;17222200008604;EC AC55 FS DCINV INDOOR;Floor-standing display board subassembly;1;6.09;Yes;Depo
MIDEA;KLIMA;17222200013123;EC AC65 FS DCINV INDOOR;Floor-standing display board subassembly;1;9.45;Yes;Depo
MIDEA;KLIMA;11201007000047;EC MU45 OUT 1/5;Pipe Temperature Sensor;1;0.25;Yes;Depo
MIDEA;KLIMA;17122000041912;EC AC14 DCINV INDOOR;Display board subassembly;1;1.16;Yes;Depo
MIDEA;KLIMA;17122000A34890;EC AC14 DCIN FREEZE INDOOR;Display board subassembly;3;1.46;Yes;Depo
MIDEA;KLIMA;17222000032078;EC AC15 AEP INDOOR;Electronic control box subassembly (Mid-and low-end);20;9.08;Yes;Depo
MIDEA;KLIMA;17222000032757;EC AC21 AEP INDOOR;Electronic control box subassembly (Mid-and low-end);4;9.08;Yes;Depo
MIDEA;KLIMA;17222000033135;EC AC28 AEP INDOOR;Electronic control box subassembly (Mid-and low-end);3;10.02;Yes;Depo
MIDEA;KLIMA;17222000034394;EC AC20 DCINV OUTDOOR;Electronic control box subassembly;3;28.84;Yes;Depo
MIDEA;KLIMA;17222000A58712;EC AC20 DCIN FREEZE OUTDOOR;Electronic Control Box Subassembly;10;29.21;Yes;Depo
MIDEA;KLIMA;17222000A60530;EC AC14 DCIN FREEZE OUTDOOR;Electronic Control Box Subassembly;6;28.61;Yes;Depo
MIDEA;KLIMA;17122000050213;EC AC15 AEP INDOOR;Display board subassembly;1;1.55;Yes;Depo
MIDEA;KLIMA;17222000027252;EC AC14 DCIN FREEZE INDOOR;Electronic control box subassembly (Mid-and low-end);1;8.54;Yes;Depo
MIDEA;KLIMA;17222000033815;EC AC20 DCIN FREEZE INDOOR;Electronic control box subassembly (Mid-and low-end);2;9.79;Yes;Depo
MIDEA;KLIMA;17222000034345;EC AC26 DCINV INDOOR;Electronic control box subassembly (Mid-and low-end);3;10.21;Yes;Depo
MIDEA;KLIMA;17222000042439;EC AC14 DCINV INDOOR;Electronic control box subassembly (Mid-and low-end);5;7.98;Yes;Depo
MIDEA;KLIMA;17222200010723;EC AC65 FS DCINV INDOOR;Floor-standing electronic control box subassembly;1;38.74;Yes;Depo
VESTEL;TV;30110640;50-UHA-2108;ASSY TCON NEMUS PT500GT02-7 Hisilicon CN;2;3.47;Yes;Depo
VESTEL;TV;23832757;65-QFXH-2901;MD.ASY.17IPS74R3_65750_U_C_QD_500mA;4;19.53;Yes;Depo
VESTEL;TV;23855267;55-QUH-2311;CHS.ASS.17MB185Y-11135216H12A529184L7;3;37.18;Yes;Depo
VESTEL;TV;23878863;55-FUA-8062 SN9123689300011;CHS.ASS.17MB185Y-11B35216H12A525184LA;3;37.18;Yes;Depo
"VESTEL;SHPORET;32033019;;ENERGY REGULATOR (230V, SINGLE ZONE) 50.;11;2.56;Yes;Depo"
VESTEL;ENELARES;32035780;;DOOR LATCH-SPRING2-(MV-438-5(2)A MS)-MFL;2;2.53;Yes;Depo
VESTEL;THARESE;32035848;tani 32056423 ETH;PUMP/HANYU/B13-6C/10MM;2;7.05;Yes;Depo
VESTEL;FRigorifer;32042948;ECO-SBS620BLV BLACK;RAD.FAN EFA0301S3-1B01U-AA9 100SUNON1550;2;5.77;Yes;Depo
"VESTEL;LAVATRIQE;22170924;WM8-1300, WM8-1100, WM1200;REAR TUB GROUP (52/57 E)-F;2;25.24;Yes;Depo"
VESTEL;FRigorifer;42305747;FR87;FOOT SS/ANK(RIGHT)RV2 POM;2;0.38;Yes;Depo
VESTEL;THARESE;42374535;ETH-10K;CON.PAN.GR.ECOLUX B7T2T(ETH-10K);1;14.48;Yes;Depo
VESTEL;ENELARES;20869910;Tani 20860405 EN14V;ELEC.CARD C14_2 SMPS/1800W;1;9.94;Yes;Depo
"VESTEL;KLIMA;22477631;KOMPRESOR per CIN260, CIN200;24K DAT150-KTN150 ÇÖZÜM GR. R32 FL;2;90.89;Yes;Depo"
VESTEL;LAVATRIQE;20846083;Tani 22505293;RESISTANCE GR.(S.FUSE-ST-B(1850W));4;6.15;Yes;Depo
VESTEL;ENELARES;22179218;EN16V;FRONT PANEL-60/LITA/635/BYL/DS;3;13.32;Yes;Depo
VESTEL;ENELARES;22187109;emo-20fullv;ELEC.CARD VI15_Q;1;10.25;Yes;Depo
"VESTEL;FRigorifer;47014942;ECO265V ;*R GLASS SHELF(3,2)263;3;2.02;Yes;Depo"
VESTEL;ENELARES;32048020;Displej emo-20fullv;DIS.KART I1/DSIZ/BYZ/BMD03/R3/23762545;5;3.86;Yes;Depo
VESTEL;ENELARES;22244415;Tani 22088080 Displej EMO-12BSICN;DIS.KART KAREL-X1/KRMZ/EVERLIGHT/GR;3;2.4;Yes;Depo
VESTEL;FRigorifer;42033307;;SS DOOR GUIDE/1400 ANK(S.W.);1;0.12;Yes;Depo
VESTEL;FRigorifer;22435391;3951T;MB/YZL/NAT/BD67/FK/E-99631321;1;14.37;Yes;Depo
"VESTEL;FRigorifer;32012612;ECO-366;FIN EVAP HEATER/366(220V,154W);1;3.64;Yes;Depo"
"VESTEL;ENELARES;32039463;EN14V, EMO-12BSIC, tani 32060685;WELLING WASHING PUMP-3;5;10.22;Yes;Depo"
"VESTEL;LAVATRIQE;32041980;WM9-1.2K, WM8-80WH, WM8-1400;MOTOR(1000 RPM 51 LT)TYPE33-WELLING;2;33;Yes;Depo"
"VESTEL;SHPORET;32033019;I ZI;ENERGY REGULATOR (230V, SINGLE ZONE);2;2.56;Yes;Depo"
"VESTEL;SHPORET;32033019;I ZI (Do duhej te jene te bardhe);ENERGY REGULATOR (230V, SINGLE ZONE);2;4.4;Yes;Depo"
"VESTEL;SHPORET;32055278;EV-60DT BLACK, TIMER;ND TIMER DIJ FULL RED TC TPB;8;8.94;Yes;Depo"
VESTEL;FRigorifer;32051480;ECO-325V;MAINBOARD/BDA57/C/ELID/327/R12/V21;3;8.57;Yes;Depo
VESTEL;LAVATRIQE dhe THARESE;42112966;WD7/5;GASKET-WASHER DRYER-2;4;7.68;Yes;Depo
VESTEL;LAVATRIQE;47017173;WM601N;FRONT CONC.WEIGHT-ALVA-C(KESIK)8KG-T4;3;2.91;Yes;Depo
"VESTEL;LAVATRIQE;47019633;Tani 47022958;FRONT CONC.WEIGHT-ALVA-B2(KALIN)9,7KG-T1;4;3.94;Yes;Depo"
VESTEL;LAVATRIQE;42232493;WM9-1.2K;FRONT TUB 51LT-TYPE3-E;1;5.6;Yes;Depo
VESTEL;ENELARES;22181292;EMO12-FULLV;ELEC.CARD VI13;4;25.33;Yes;Depo
VESTEL;ENELARES;42206755;EN16V;DSPLY MDÜL/ANGEL/A1 GR;3;1.8;Yes;Depo
VESTEL;ENELARES;47018037;;HINGE CORD GR-2;2;0.48;Yes;Depo
"VESTEL;LAVATRIQE;47022953;WM10K-1300, 1200, ;FRONT CONCRETE WEIGHT;2;8.17;Yes;Depo"
VESTEL;KLIMA;42158585;CIN140 BRENDA;CROSS FAN 9/12K 92*620;1;4.97;Yes;Depo
"VESTEL;SHPORET;32009174;Tani 32003913;HOTPLATE Ø180, 230V, 1500W;1;7.87;Yes;Depo"
"VESTEL;LAVATRIQE;32017283;WM601N, WM601N, WM7-1K PREMIUM;MOTOR TUF(4-5-6-800 -42)30 MM-AL WELLING;1;26.04;Yes;Depo"
VESTEL;THARESE;42232588;RRYP2012;BELT(7-8-9 KG)-7PH2012 SH200-HUTCHINSON;1;4.26;Yes;Depo
VESTEL;SHPORET;22370326;EV-60 CER WHT (me kornize);CERAN GLASS ASSEMBLY;1;50;Yes;Depo
VESTEL;LAVATRIQE;20863050;WM10K-PREMIUM (para motorrit);DC CARD GROUP/F-T SERISI_5VA;1;10.75;Yes;Depo
VESTEL;LAVATRIQE;22421572;WM9-12 T2T DISPLEJ;T2T CARD GR.WOBUZ(T2367)A/AA-RW-V13.26;1;9.06;Yes;Depo
VESTEL;LAVATRIQE;47017173;Betoni perpara;FRONT CONC.WEIGHT-ALVA-C(KESIK)8KG-T4;1;2.91;Yes;Depo
VESTEL;ENELARES;32030561; per EMO-12BSIC nderpreres te MONTUAR dhe EMO-12 FULL V;ECO GR/45/FT;1;1.91;Yes;Depo
VESTEL;TV;23748281;39-HD-2111;LED BAR.385 DLD VNB H04 tyA v01_YE.PA;2;4.68;Yes;Depo
VESTEL;TV;23647012;65-UHA-2108;LED BAR.650 DLD3 VNB 3030 R09 NCnt_YEPA;3;11.16;Yes;Depo
VESTEL;TV;23930927;43-FFX-2901;CHS.ASSY.17MB186-11121216H51C275181Y3;5;30.38;Yes;Depo
VESTEL;TV;30110640;50-UHA-2108;ASSY TCON NEMUS PT500GT02-7 Hisilicon CN;5;3.47;Yes;Depo
VESTEL;TV;30091082;Tani 30122000;R/C 4848 R2 BLACK NETFLIX RC5 NOBRAND Ro;4;4.21;Yes;Depo
VESTEL;Frigorifer;42159973;Plastika perpara deres 3951T;W DIS.SLIMCOSGR(CLS.P)WATDHTS432SRGF;1;3.03;Yes;Depo
"VESTEL;Lavatriqe;20785814;WM10K-1200,;DRUM GROUP/59-ALVA B2;2;38.23;Yes;Depo"
"VESTEL;Lavatriqe;22324932;WM10K-1300, WM10K-1.2K;DRUM GROUP/59-ALVA BE-2-SK;4;33;Yes;Depo"
"VESTEL;Lavatriqe;20737596;WM10K-PREMIUM, Llagera 5 dhe 6 , modeli I pare;REAR TUB GROUP (52/57C2);4;25.93;Yes;Depo"
"VESTEL;Lavatriqe;22373720;WM10K-PREMIUM, Llageri I vogel;REAR TUB GROUP (52/57 E)-F-15-16;4;18.18;Yes;Depo"
VESTEL;THARESE;22425777;ETH-8HPN. Kjo nuk zavendesohet me 22391220;E.CARD T1-10815124_T seriesHPAl14;5;27.6;Yes;Depo
VESTEL;THARESE;32046776;Tani 32031600  ETH;CAPASITOR(11uF-B CLASS-M8)ORTAK;2;1.49;Yes;Depo
VESTEL;LAVATRIQE;22421571;WM9-12 T2T SN00791950007905960135;*VCARD T2T-569A3F5028220200-v1734T30;3;5.02;Yes;Depo
VESTEL;ENELARES;22187109;EMO-20FULLV;ELEC.CARD VI15_Q;1;10.25;Yes;Depo
VESTEL;sHPORET;42344744;EV-60 MT BLACK per termostat;BOŞ DÜĞME KODU 15;6;4.17;Yes;Depo
VESTEL;fRigorifer;32050159;ECO-SBS620BLV;RAD.FAN MFC0361V3-1B00U-AA9 120SUNON1550;2;5.34;Yes;Depo
"VESTEL;SHPORET;32009174;Tani 32003913;HOTPLATE Ø180, 230V, 1500W;4;7.87;Yes;Depo"
"VESTEL;SHPORET;32009175;Tani 32006062;HOTPLATE Ø180, 230V, 2000W, RAPID;3;8.3;Yes;Depo"
"VESTEL;LAVATRIQE;32051331;WM7-1K Premium;VALVE(2 EXIT-RAST2,5)HANYU;5;3.1;Yes;Depo"
VESTEL;FRigorifer;32054205;KOMPRESOR SBS750IX;COMP.VNB1116Y/VCC/JIAX/BR/USB;6;62.98;Yes;Depo
VESTEL;LAVATRIQE;42137164;WM13-PREMIUM Guma e deres;PYTHON-CIRCULATION TUB GASKET GR-C;5;7.35;Yes;Depo
"VESTEL;SHPORET;42364230;EV-60MT BLACK;$DUGME(AN,ACON,SYH,F52);1;4.63;Yes;Depo"
VESTEL;LAVATRIQE;22421572;WM9-12 T2T SN00791950007905960135;T2T CARD GR.WOBUZ(T2367)A/AA-RW-V13.26;1;9.06;Yes;Depo
VESTEL;LAVATRIQE;32024465;WM7-1000;DOOR LOCK M8(TER-METALFLEX);1;1.28;Yes;Depo
VESTEL;THARESE;47018814;ETH-8HPN;DOOR GLASS-2/KM;1;5.73;Yes;Depo
VESTEL;FRigorifer;20622595;C399 Tani 32040476;F FAN MOTOR GR/370 (MULTI SOKET);2;8.65;Yes;Depo
VESTEL;SHPORET;42226665;EV-60 MT BLACK;DOOR_PLASTIK_TOP_COVER;1;1.97;Yes;Depo
"VESTEL;SHPORET;42194327;;KNOB(PİPO FLAT,WH.INOX);2;1.74;Yes;Depo"
VESTEL;THARESE;22214948;ETH-8K;ECARD F1-10722374_F seriesCN00;2;7.21;Yes;Depo
VESTEL;THARESE;22356452;Tani 22391220 ETH-8HPN (06.01.24). Kjo nuk e zavendeson 22425777;E.CARD F4-10785101_F seriesHPAl09;4;14.61;Yes;Depo
VESTEL;THARESE;22251499;ETH-8K;ECARD F1-10722374_F seriesCN02;3;17.87;Yes;Depo
VESTEL;THARESE;22340289;ETH-9HP;E.KART F4T-10782934_F seriesHPAl08;4;18.23;Yes;Depo
VESTEL;THARESE;22252850;Tani 22397462 ETH-9HP (2021);E.CARD F4T-10763549_F seriesHPAl02;10;16.94;Yes;Depo
VESTEL;SHPORET;32038521;I POSHTMI;HEATER 66TOP230V1100W SAHTERM;1;2.16;Yes;Depo
